##FastQC	0.11.5
>>Basic Statistics	pass
#Measure	Value
Filename	HG002.hs37d5.60x.1.addrg.bam
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	1327219598
Sequences flagged as poor quality	0
Sequence length	148
%GC	39
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1	32.15046478013203	34.0	31.0	34.0	30.0	34.0
2	32.34115010935817	34.0	31.0	34.0	30.0	34.0
3	32.38896832278391	34.0	31.0	34.0	31.0	34.0
4	35.80548900092417	37.0	35.0	37.0	35.0	37.0
5	35.747888431948844	37.0	35.0	37.0	35.0	37.0
6	35.776695160735564	37.0	36.0	37.0	35.0	37.0
7	35.77087915710539	37.0	36.0	37.0	35.0	37.0
8	35.774985596618656	37.0	36.0	37.0	35.0	37.0
9	37.49740360524724	39.0	38.0	39.0	35.0	39.0
10-14	37.78706873871825	39.4	38.2	39.4	35.2	39.4
15-19	38.93676118968822	41.0	39.0	41.0	35.2	41.0
20-24	38.94056817702295	41.0	39.0	41.0	35.0	41.0
25-29	38.82935456970249	41.0	39.0	41.0	34.8	41.0
30-34	38.69296469882296	41.0	39.0	41.0	34.0	41.0
35-39	38.537496268496184	41.0	38.0	41.0	34.0	41.0
40-44	38.38070799569372	40.2	38.0	41.0	33.6	41.0
45-49	38.16465510118243	40.0	38.0	41.0	33.0	41.0
50-54	37.95966482466001	40.0	38.0	41.0	32.8	41.0
55-59	37.71274006473796	40.0	37.2	41.0	32.0	41.0
60-64	37.37911268169806	40.0	36.4	41.0	31.2	41.0
65-69	36.87552444881845	39.0	35.4	41.0	31.0	41.0
70-74	36.241269444545985	38.0	35.0	40.4	30.0	41.0
75-79	35.48967725640832	36.6	35.0	39.2	30.0	41.0
80-84	34.66473617864706	35.6	34.0	37.6	29.0	39.4
85-89	33.935370533761514	35.0	34.0	36.4	29.0	38.2
90-94	33.422145737332606	35.0	34.0	35.8	29.0	36.8
95-99	33.12671408895214	35.0	34.0	35.0	29.0	36.0
100-104	32.35169997135621	34.6	32.8	34.8	27.2	35.4
105-109	32.87366702416641	35.0	34.0	35.0	28.6	36.0
110-114	32.90109508720501	35.0	34.0	35.0	29.0	36.0
115-119	32.8710855301882	35.0	34.0	35.0	29.0	35.6
120-124	32.807790458651745	35.0	34.0	35.0	28.2	35.0
125-129	32.7559227108399	35.0	34.0	35.0	27.0	35.0
130-134	32.68067580041868	35.0	34.0	35.0	27.0	35.0
135-139	32.61350314946148	35.0	34.0	35.0	27.0	35.0
140-144	32.5396755868278	35.0	34.0	35.0	26.4	35.0
145-148	32.18798852569385	34.75	33.25	35.0	24.5	35.0
>>END_MODULE
>>Per tile sequence quality	pass
#Tile	Base	Mean
2109	30-34	2.83381075810496E-4
2109	35-39	-0.014563280044505689
2109	40-44	-0.0060156318279069865
2109	45-49	-0.0014468103697922174
2109	50-54	0.0013314068043683847
2109	55-59	0.004695500764640315
2109	60-64	0.019328782847722437
2109	65-69	-0.0054436669799144966
2109	70-74	-0.032614764619530945
2109	75-79	0.05755001017759298
2109	80-84	-0.06042150523482803
2109	85-89	0.02834162350719538
2109	90-94	0.0683791951308308
2109	95-99	0.07429379402550751
2109	100-104	0.13014351172044059
2109	105-109	-0.07442181814045057
2109	110-114	-0.007195115621740911
2109	115-119	0.06379649805864318
2109	120-124	0.07194601223446995
2109	125-129	0.09620701253999897
2109	130-134	-0.11798466073810232
2109	135-139	0.04627299596286605
2109	140-144	0.11140713815620984
2109	145-148	-0.07458118225811461
2110	1	0.020900242877850417
2110	2	0.0216555621133665
2110	3	0.015522476143743802
2110	4	0.02559773352035677
2110	5	0.009327926759397087
2110	6	0.007854794454942748
2110	7	0.021998852682926895
2110	8	0.008005813278543883
2110	9	0.03889005606797724
2110	10-14	0.009628048693912206
2110	15-19	0.027993096909789017
2110	20-24	0.018371454543490984
2110	25-29	0.020677545260895158
2110	30-34	0.022313422857330067
2110	35-39	0.01505760966522729
2110	40-44	0.012179948902819149
2110	45-49	0.024747415165350617
2110	50-54	0.004891754225404554
2110	55-59	0.00947788530155691
2110	60-64	0.05427751827859595
2110	65-69	0.06575754655970911
2110	70-74	0.04795354796166151
2110	75-79	0.07700247575016306
2110	80-84	0.0428586789685923
2110	85-89	0.045124650532699206
2110	90-94	0.07670419602457912
2110	95-99	0.06575076207455055
2110	100-104	0.11248125897942884
2110	105-109	0.08254488049022513
2110	110-114	0.06299565622529713
2110	115-119	0.0737460236933174
2110	120-124	0.0750634527615972
2110	125-129	0.044406524942061765
2110	130-134	0.04203303927575064
2110	135-139	0.047355217689343476
2110	140-144	0.09556000653063279
2110	145-148	0.07708234369575706
2111	1	-0.025803035256757312
2111	2	-0.03414112141711456
2111	3	-0.007138405857809005
2111	4	-0.012934577626459998
2111	5	-0.022644257939802515
2111	6	-0.024756708652894588
2111	7	-0.027921869442110392
2111	8	-0.028736894691157033
2111	9	-0.0146904449903289
2111	10-14	-0.03541445936868115
2111	15-19	-0.16329997633064153
2111	20-24	-0.04749867619075587
2111	25-29	-0.04163580309305104
2111	30-34	-0.02927051503173317
2111	35-39	-0.10854158934414926
2111	40-44	-0.053724181841865004
2111	45-49	-0.03258709876352128
2111	50-54	-0.01936623525447345
2111	55-59	3.825116537257145E-4
2111	60-64	0.020880635617189114
2111	65-69	-0.08640428887444074
2111	70-74	-0.010481609869110287
2111	75-79	-0.002329516452334701
2111	80-84	0.024147155689128397
2111	85-89	0.013994544558265432
2111	90-94	-0.00528092434972649
2111	95-99	0.03212306885184546
2111	100-104	0.0995347023495512
2111	105-109	0.012711256538871396
2111	110-114	0.028972162240457067
2111	115-119	0.042503757913330276
2111	120-124	0.025855074609090423
2111	125-129	0.05735931102371694
2111	130-134	0.06368967735784992
2111	135-139	0.03604094663846524
2111	140-144	0.049951759210955515
2111	145-148	0.06067347952194524
2112	1	0.01736511746744185
2112	2	-0.016838323941591682
2112	3	0.0029267156823920004
2112	4	-3.935417296290211E-4
2112	5	-0.015808943771681072
2112	6	-0.04360800232994677
2112	7	-0.046870699289094375
2112	8	-0.04883384201963281
2112	9	-0.05615679031762255
2112	10-14	-0.047712149475017895
2112	15-19	-0.05885379760020726
2112	20-24	-0.06205114846697768
2112	25-29	-0.06012606794702435
2112	30-34	-0.03700308991407297
2112	35-39	-0.04202955359069449
2112	40-44	-0.022460565501489782
2112	45-49	-0.008470972494897921
2112	50-54	0.005228813946040134
2112	55-59	-0.003600354101209291
2112	60-64	0.009600881005937367
2112	65-69	0.015560435721539534
2112	70-74	0.018820982287330423
2112	75-79	0.02485913107385329
2112	80-84	0.040914345016034304
2112	85-89	0.017323243835051017
2112	90-94	0.038945170038786614
2112	95-99	0.035173748969100416
2112	100-104	0.0514988139831658
2112	105-109	0.035865787984356245
2112	110-114	0.04285131626120631
2112	115-119	0.044489369234078424
2112	120-124	0.04576944579925879
2112	125-129	0.029948051982550794
2112	130-134	0.041508367720695105
2112	135-139	0.09084109770665805
2112	140-144	0.08191792585878943
2112	145-148	0.11494988289961583
2113	1	-0.013926789681889318
2113	2	-0.023215041633257272
2113	3	-0.031996647799367395
2113	4	-0.045725654290393436
2113	5	-0.05101085588227505
2113	6	-0.05833251691115038
2113	7	-0.050399724913781085
2113	8	-0.04817473907814218
2113	9	-0.049616928925431125
2113	10-14	-0.07068742865914146
2113	15-19	-0.06132266280076948
2113	20-24	-0.1047398695571573
2113	25-29	-0.057550076770034764
2113	30-34	-0.06426346436717978
2113	35-39	-0.06976372665920394
2113	40-44	-0.07139188062291169
2113	45-49	-0.048620283768642025
2113	50-54	-0.010492809941567316
2113	55-59	-0.024387672675409533
2113	60-64	0.01892427581044842
2113	65-69	0.036032927922207136
2113	70-74	-0.008534964558556624
2113	75-79	0.004170378612059267
2113	80-84	0.0018110171339600356
2113	85-89	0.015737862302529493
2113	90-94	0.01566510154775358
2113	95-99	0.017605724945397583
2113	100-104	0.04348529794586398
2113	105-109	0.0027496946242351328
2113	110-114	0.016699412455743357
2113	115-119	5.30677623714837E-4
2113	120-124	-0.008694506442246563
2113	125-129	0.017194586214976937
2113	130-134	0.04827008890682549
2113	135-139	0.04964904029096573
2113	140-144	0.05164083886042192
2113	145-148	0.07547906165322615
2114	1	-5.160847003082836E-5
2114	2	-0.041935413512184994
2114	3	-0.03775526660059114
2114	4	-0.04186636365805185
2114	5	-0.044566335009356806
2114	6	-0.05767296590149584
2114	7	-0.08343825043011321
2114	8	-0.06716878153010697
2114	9	-0.10792477704840309
2114	10-14	-0.0904477239975705
2114	15-19	-0.11254957488333162
2114	20-24	-0.12641365162257046
2114	25-29	-0.1626247540603245
2114	30-34	-0.12827009767875808
2114	35-39	-0.12679478773668507
2114	40-44	-0.10665613514019157
2114	45-49	-0.08222529931826728
2114	50-54	-0.06646863049923013
2114	55-59	-0.03991100852652352
2114	60-64	-0.027620409989353334
2114	65-69	-0.045130791659531155
2114	70-74	-0.06583862673667795
2114	75-79	-0.08587413966034774
2114	80-84	-0.10986309992694032
2114	85-89	-0.12149041507131386
2114	90-94	-0.10464929165677006
2114	95-99	-0.09758881177641854
2114	100-104	-0.10460790677750254
2114	105-109	-0.12451269206005122
2114	110-114	-0.11809070334661698
2114	115-119	-0.17016985852048094
2114	120-124	-0.13869950095939743
2114	125-129	-0.12369731989899435
2114	130-134	-0.10349741939376145
2114	135-139	-0.10154699672225576
2114	140-144	-0.07545769274457825
2114	145-148	-0.0360137288977711
2115	1	-3.86764064707279E-4
2115	2	-0.056377766446736644
2115	3	-0.07051811024431487
2115	4	-0.0619959196158959
2115	5	-0.059924877046881875
2115	6	-0.07272824818673485
2115	7	-0.09781679160106194
2115	8	-0.09163284327397747
2115	9	-0.479821133041618
2115	10-14	-0.16094314178186409
2115	15-19	-0.14090490140427647
2115	20-24	-0.17673607337005137
2115	25-29	-0.3234463229538136
2115	30-34	-0.18653036903742048
2115	35-39	-0.13522589753775094
2115	40-44	-0.11485988177645368
2115	45-49	-0.08226834764514024
2115	50-54	-0.09369742679950122
2115	55-59	-0.09925162517621544
2115	60-64	-0.09687479537053889
2115	65-69	-0.10610005294925173
2115	70-74	-0.12058278746604145
2115	75-79	-0.15952583654879504
2115	80-84	-0.15432508361429598
2115	85-89	-0.14688765170768647
2115	90-94	-0.13410525803557505
2115	95-99	-0.1407611448964161
2115	100-104	-0.13553505581776903
2115	105-109	-0.15969180700435004
2115	110-114	-0.14369137527256726
2115	115-119	-0.1344725369533606
2115	120-124	-0.1157505111780921
2115	125-129	-0.14274650274983713
2115	130-134	-0.13398698579153745
2115	135-139	-0.14673762215495856
2115	140-144	-0.13878672366350742
2115	145-148	-0.06533711808411624
2116	1	0.025129967202204284
2116	2	-0.019040800867578866
2116	3	-0.02565989745548336
2116	4	-0.017572308447775242
2116	5	-0.04028562639715716
2116	6	-0.05199313718122056
2116	7	-0.047202127631514657
2116	8	-0.04466019788137032
2116	9	-0.06130681710992292
2116	10-14	-0.10941612945765655
2116	15-19	-0.154045751343304
2116	20-24	-0.17007950132898486
2116	25-29	-0.19595323188025304
2116	30-34	-0.17398738421057658
2116	35-39	-0.16115562334220357
2116	40-44	-0.16666407372754577
2116	45-49	-0.14790419871013682
2116	50-54	-0.18483326150229828
2116	55-59	-0.1976906555899589
2116	60-64	-0.21856662626040446
2116	65-69	-0.24768893745896747
2116	70-74	-0.33665189418768904
2116	75-79	-0.33587221325195316
2116	80-84	-0.33833895171577666
2116	85-89	-0.34492310606818677
2116	90-94	-0.3517243598097366
2116	95-99	-0.30849065612235194
2116	100-104	-0.3643994323440367
2116	105-109	-0.36352235314231507
2116	110-114	-0.3454899457357641
2116	115-119	-0.3243354034379564
2116	120-124	-0.3781890342346017
2116	125-129	-0.391073484519751
2116	130-134	-0.48980351729674965
2116	135-139	-0.456830611056148
2116	140-144	-0.4408135729845881
2116	145-148	-0.4258562347856909
2201	1	0.0803601500421891
2201	2	0.024135696697825892
2201	3	0.08755226596763066
2201	4	0.08754252831020892
2201	5	0.07325024780823242
2201	6	0.0748757917545646
2201	7	0.09364266736167792
2201	8	0.09897675281258955
2201	9	0.1466372046460549
2201	10-14	0.1532683006768707
2201	15-19	0.22287970993446748
2201	20-24	0.20039931014939327
2201	25-29	0.19713635434219867
2201	30-34	0.20758970262897236
2201	35-39	0.22304193910638048
2201	40-44	0.04247398706838368
2201	45-49	0.16849881548479573
2201	50-54	0.2087433166197883
2201	55-59	0.20062449653286052
2201	60-64	0.2003619747700114
2201	65-69	0.2143560962325921
2201	70-74	0.1842414969843773
2201	75-79	0.17756564181390644
2201	80-84	0.15210945583243785
2201	85-89	0.15115586895484512
2201	90-94	0.1460317441576322
2201	95-99	0.16106255345042797
2201	100-104	0.21040725056677445
2201	105-109	0.1651535282541161
2201	110-114	0.1628051601576601
2201	115-119	0.15477370414485137
2201	120-124	0.15595524001032146
2201	125-129	0.11149819017021656
2201	130-134	0.1610679759921254
2201	135-139	0.17254240358807493
2201	140-144	0.1662255053024282
2201	145-148	0.19262355601376413
2202	1	0.08248351533767107
2202	2	0.08465888832112256
2202	3	0.08708940938641518
2202	4	0.06930710469485746
2202	5	0.05171814299966826
2202	6	0.0577778634795294
2202	7	0.08430151878287262
2202	8	0.0785084699430385
2202	9	-2.3546423999931676E-4
2202	10-14	0.042699313319616294
2202	15-19	0.1349284971775475
2202	20-24	0.13277269060976948
2202	25-29	0.14103930220949934
2202	30-34	0.07796153707374032
2202	35-39	0.1311466478659966
2202	40-44	0.13604984481612092
2202	45-49	0.16409917017006848
2202	50-54	0.15199335719508866
2202	55-59	0.14082084147560892
2202	60-64	0.1427810820892148
2202	65-69	0.05574004853158954
2202	70-74	0.11458694705954997
2202	75-79	0.07236578122439852
2202	80-84	0.04607981262994798
2202	85-89	0.06394960455625665
2202	90-94	0.0474798322806933
2202	95-99	0.07803673773761943
2202	100-104	0.11245445834950374
2202	105-109	-0.003864835964215274
2202	110-114	-0.054710096424926746
2202	115-119	0.013636210258283654
2202	120-124	-0.039569558474532585
2202	125-129	0.048805906265016574
2202	130-134	0.044927600790693134
2202	135-139	0.0267801983427276
2202	140-144	0.027340448286224728
2202	145-148	0.03505560545619346
2203	1	0.034072688871326307
2203	2	-0.041156095082271804
2203	3	0.022026103985865575
2203	4	0.04136255646189113
2203	5	0.047838024515392874
2203	6	0.06194959335844885
2203	7	-0.04079061955063423
2203	8	0.002479422356366001
2203	9	0.10120116586599437
2203	10-14	0.1212856939544622
2203	15-19	0.06394867692510786
2203	20-24	0.0759640676168587
2203	25-29	0.0619116280586951
2203	30-34	0.09069156532571299
2203	35-39	0.16299599648657903
2203	40-44	0.13213885328425334
2203	45-49	0.09061495560696642
2203	50-54	0.11770552256353994
2203	55-59	0.10063737398571959
2203	60-64	-0.1294243627716014
2203	65-69	0.0104707497994454
2203	70-74	0.12018994289970664
2203	75-79	0.13719803154067733
2203	80-84	0.007157263041300155
2203	85-89	0.1238855946936468
2203	90-94	0.1387173625593192
2203	95-99	0.13177460467799307
2203	100-104	0.05950923760563853
2203	105-109	0.12280403972661702
2203	110-114	0.14469579716031689
2203	115-119	0.032012312353394634
2203	120-124	0.12988190048492498
2203	125-129	0.15480335491165675
2203	130-134	0.16195155390987992
2203	135-139	0.16278477411264447
2203	140-144	0.06121880090467613
2203	145-148	0.15216382636913295
2204	1	0.07044454203581552
2204	2	0.09868949178850528
2204	3	0.044021775281954945
2204	4	0.05998897260236902
2204	5	0.08413558251210418
2204	6	0.08860982766438497
2204	7	0.101993137669254
2204	8	0.09945587335626982
2204	9	0.14197807449333055
2204	10-14	0.12596925589591024
2204	15-19	0.13551499758232666
2204	20-24	0.05142187970447765
2204	25-29	0.09021344676805398
2204	30-34	0.11879304744758201
2204	35-39	0.14709288542388776
2204	40-44	0.13577888069696797
2204	45-49	0.033348969025198016
2204	50-54	0.08941063693392692
2204	55-59	0.08447409373834347
2204	60-64	-0.1180123983309187
2204	65-69	0.10069163459802155
2204	70-74	0.16268303785951588
2204	75-79	0.16363249961034398
2204	80-84	0.15660239781515628
2204	85-89	-0.020142701843369082
2204	90-94	-0.020338498048651843
2204	95-99	0.015817165179271342
2204	100-104	0.17761530123295444
2204	105-109	0.1742720146775696
2204	110-114	0.05345991155358831
2204	115-119	0.08172284211061509
2204	120-124	0.05171176362834018
2204	125-129	-0.15624154677578161
2204	130-134	0.13100272094904142
2204	135-139	0.17779486501768815
2204	140-144	0.1463279944483844
2204	145-148	0.1400528030651671
2205	1	0.045138216125593544
2205	2	0.07569252409572158
2205	3	0.07693868136765758
2205	4	0.054877516393972314
2205	5	-0.047273219315442816
2205	6	0.035945328228933704
2205	7	0.05296116744955981
2205	8	0.058561318829973175
2205	9	0.10520640028858708
2205	10-14	0.04682351899059256
2205	15-19	0.06544039035613025
2205	20-24	0.05715997177246379
2205	25-29	0.0627821496495855
2205	30-34	0.08843870435136836
2205	35-39	0.056598797865277106
2205	40-44	0.08478394187304872
2205	45-49	0.06814808780714543
2205	50-54	-0.0508906513808256
2205	55-59	-0.10041673372014515
2205	60-64	-0.053098547829662834
2205	65-69	-0.20753125231677672
2205	70-74	0.06156297499562413
2205	75-79	0.08083949951218017
2205	80-84	0.11723145870505647
2205	85-89	0.08194662086735605
2205	90-94	0.053918982552239925
2205	95-99	0.09879118264306186
2205	100-104	0.19684360549103985
2205	105-109	0.04310954995938232
2205	110-114	0.12780140609787338
2205	115-119	0.10532529710830829
2205	120-124	0.0917341028819294
2205	125-129	-0.06264965966455804
2205	130-134	-0.04697164562416134
2205	135-139	0.09589654718779883
2205	140-144	0.16072806135923656
2205	145-148	-0.061331501015587264
2206	1	0.016922618290628577
2206	2	0.037960410775561115
2206	3	0.04513722942967746
2206	4	0.040896985383334084
2206	5	-0.00980513539620631
2206	6	0.015464440382288558
2206	7	0.037788262445644705
2206	8	0.033665687640478836
2206	9	0.06519734512544062
2206	10-14	0.07187230949933365
2206	15-19	0.10131199148368353
2206	20-24	0.055564777728989156
2206	25-29	0.04563021738374573
2206	30-34	0.00375935436193231
2206	35-39	-0.08005094469468332
2206	40-44	0.0030301024390340103
2206	45-49	0.0989009717040048
2206	50-54	0.09634784679267483
2206	55-59	0.0499534982216332
2206	60-64	0.06550368355483727
2206	65-69	-0.06026659065675233
2206	70-74	0.08445256518572108
2206	75-79	-0.02921333743461929
2206	80-84	0.07777497117997711
2206	85-89	0.11452692924667218
2206	90-94	0.11429548738201589
2206	95-99	0.006605214565489348
2206	100-104	0.10039778734390126
2206	105-109	0.07563222283312854
2206	110-114	0.11732296073144255
2206	115-119	-0.008734121599594857
2206	120-124	-0.13835896065616993
2206	125-129	-0.06857462313598006
2206	130-134	-0.01247176559938623
2206	135-139	0.017416959770201856
2206	140-144	0.05744661821098873
2206	145-148	-0.1141810189528627
2207	1	0.07399334855440998
2207	2	0.07413494694299061
2207	3	0.06914459290371866
2207	4	0.0689243707134537
2207	5	0.051801194829252495
2207	6	0.037852791115803086
2207	7	0.03032352532760285
2207	8	0.053018628203489016
2207	9	0.0687386537413559
2207	10-14	0.04481572582375293
2207	15-19	0.05673768350064279
2207	20-24	0.07276896274676403
2207	25-29	0.08018931235527305
2207	30-34	0.0797733065394084
2207	35-39	0.08086812399271537
2207	40-44	0.10768173648519763
2207	45-49	0.10054014106352582
2207	50-54	0.10647826347764777
2207	55-59	0.029523704542981477
2207	60-64	-0.04540307278838185
2207	65-69	0.09508955259298801
2207	70-74	0.10624686679092576
2207	75-79	-0.0047479362759688115
2207	80-84	0.09035998230646669
2207	85-89	0.06024848330586963
2207	90-94	0.04988426982638572
2207	95-99	0.12409910733350671
2207	100-104	0.08127324396744484
2207	105-109	0.11085271884178383
2207	110-114	0.060317942502464916
2207	115-119	0.03550702820295015
2207	120-124	0.10246883539493012
2207	125-129	0.094217571814049
2207	130-134	0.0993010372371188
2207	135-139	0.1431558890274971
2207	140-144	0.15778422598182829
2207	145-148	0.15978275059863023
2208	1	0.02382512528949121
2208	2	0.061130595243255925
2208	3	-0.05681475497455324
2208	4	-0.008579407861262212
2208	5	0.026829615243578075
2208	6	0.025902415730598705
2208	7	0.046889733105864195
2208	8	0.05524533878958948
2208	9	0.07174555846930986
2208	10-14	0.07204264384334635
2208	15-19	0.08071119000963023
2208	20-24	0.07213045746690483
2208	25-29	0.0918890012120741
2208	30-34	0.0877091622747983
2208	35-39	0.0949197516809619
2208	40-44	0.11545250607753132
2208	45-49	0.09052141255217094
2208	50-54	0.10879728225741303
2208	55-59	0.10451408566192555
2208	60-64	0.08254419136403612
2208	65-69	0.12128062922585059
2208	70-74	0.10626580869416813
2208	75-79	0.05449712930185768
2208	80-84	0.04426412848943073
2208	85-89	0.11903718395205232
2208	90-94	0.11186560119163147
2208	95-99	0.033943269761074646
2208	100-104	-0.004860829222934626
2208	105-109	8.508188238920411E-4
2208	110-114	0.02306652232790185
2208	115-119	0.11402057189285841
2208	120-124	0.09853837852450198
2208	125-129	-0.05291714757403554
2208	130-134	0.09960025547775331
2208	135-139	0.05864487578405431
2208	140-144	-0.02369915137671086
2208	145-148	0.07837404188386898
2209	1	0.02532673496099136
2209	2	0.025423357069094266
2209	3	0.03443067849367054
2209	4	-0.0021415746930628643
2209	5	-0.014937989790063
2209	6	1.330477473189262E-4
2209	7	0.016668339630683704
2209	8	0.04135696810118361
2209	9	0.05515347102657131
2209	10-14	0.025515948674524225
2209	15-19	0.05959814737472868
2209	20-24	0.034954550632598114
2209	25-29	0.022609027807675375
2209	30-34	0.03880929351967666
2209	35-39	0.015292250391880202
2209	40-44	0.018905648225441496
2209	45-49	0.053724796922935525
2209	50-54	-0.09578613196807595
2209	55-59	0.01647260033227127
2209	60-64	0.07228733776690888
2209	65-69	0.05427411018283124
2209	70-74	0.06362934414694621
2209	75-79	0.08507578776639946
2209	80-84	0.07819079550553454
2209	85-89	0.09509711189568293
2209	90-94	0.10882407124853444
2209	95-99	0.12039115079652163
2209	100-104	0.14010075196895855
2209	105-109	0.09432312020206268
2209	110-114	0.0814226285236046
2209	115-119	0.044243336828664326
2209	120-124	0.1176389217964271
2209	125-129	0.12552521695582897
2209	130-134	0.11796728431098558
2209	135-139	0.09125386784881329
2209	140-144	0.1452485481987722
2209	145-148	8.411013548794699E-4
2210	1	0.0341867983003894
2210	2	0.03138121031750529
2210	3	0.01282383381260388
2210	4	0.03170635170599212
2210	5	0.023653281084193623
2210	6	0.02108358204657179
2210	7	0.0251679796330464
2210	8	0.027769643342338668
2210	9	0.019755020226142506
2210	10-14	-0.006630838468119293
2210	15-19	0.03203883367825
2210	20-24	0.00881150468634928
2210	25-29	-0.044217210441580335
2210	30-34	-0.01041880543320417
2210	35-39	0.007372820254133217
2210	40-44	0.04418474127166405
2210	45-49	0.040756281518625315
2210	50-54	0.03521598491831668
2210	55-59	0.03870582215657237
2210	60-64	0.030483288602454195
2210	65-69	0.09476090030128148
2210	70-74	0.08257020745472943
2210	75-79	0.07210911956320842
2210	80-84	0.03248336945183894
2210	85-89	0.02811188074353055
2210	90-94	0.05874555363877221
2210	95-99	-0.08032182506841679
2210	100-104	0.12986746363306878
2210	105-109	0.1084131887980746
2210	110-114	0.023413997436740885
2210	115-119	0.08731087191229392
2210	120-124	0.004279683138115331
2210	125-129	0.05462585377408402
2210	130-134	0.133931009856596
2210	135-139	-0.1119052994212737
2210	140-144	0.12357117208562585
2210	145-148	0.16373322442146332
2211	1	0.008812077902135229
2211	2	0.02292462177158683
2211	3	0.009239118608022068
2211	4	0.007574662942381849
2211	5	-0.0068627560533727205
2211	6	0.004637225259699562
2211	7	-0.03276306022205944
2211	8	-0.022398977594527025
2211	9	-0.03883219583831732
2211	10-14	-0.09383668798734135
2211	15-19	-0.062186641623107164
2211	20-24	-0.020118405754402602
2211	25-29	-0.034417825740405306
2211	30-34	-0.053660679545394885
2211	35-39	-0.06699803730685971
2211	40-44	-0.009131886495005404
2211	45-49	-0.004465029844325841
2211	50-54	-0.09930279428349564
2211	55-59	0.001577115074397284
2211	60-64	0.02713248107278332
2211	65-69	0.06645867999902322
2211	70-74	0.03727958581752233
2211	75-79	0.04425605060733062
2211	80-84	0.05219226733041893
2211	85-89	-0.01758212757113853
2211	90-94	-0.026559781090838896
2211	95-99	-0.02846986744133062
2211	100-104	0.09730198974835957
2211	105-109	0.03188819926119635
2211	110-114	-0.06962338463496565
2211	115-119	0.043892686974494666
2211	120-124	0.07347029248929715
2211	125-129	0.045774139636051814
2211	130-134	0.04323076865661335
2211	135-139	-0.0949040398724108
2211	140-144	-0.11462004298615369
2211	145-148	0.10477594655866795
2212	1	0.014607216811114654
2212	2	-0.02742417808450881
2212	3	-0.02439830078213845
2212	4	-0.03315853546070713
2212	5	-0.0419910891231936
2212	6	-0.0367134982015358
2212	7	-0.06222342116632973
2212	8	-0.06609965443886523
2212	9	-0.040991356994901196
2212	10-14	-0.05186315472090541
2212	15-19	-0.24973199089515674
2212	20-24	-0.07727425515913922
2212	25-29	-0.04170383716261483
2212	30-34	-0.03431158523142841
2212	35-39	-0.023296898159593127
2212	40-44	-0.16711932940736318
2212	45-49	-0.06068953456947668
2212	50-54	-0.03828605782946681
2212	55-59	-0.002663144791689831
2212	60-64	0.01595726597547298
2212	65-69	-0.057722193309338365
2212	70-74	0.04380677057439186
2212	75-79	0.04553485162073656
2212	80-84	-0.0056944491647712425
2212	85-89	0.058223904017928874
2212	90-94	0.061607313276056175
2212	95-99	0.0707151287545571
2212	100-104	0.10024159263896593
2212	105-109	0.04069220083590608
2212	110-114	0.04699674697006628
2212	115-119	0.045557324477066174
2212	120-124	0.05204723844176584
2212	125-129	0.0705572512688164
2212	130-134	0.05904080054522609
2212	135-139	0.06447759152626276
2212	140-144	0.01807427983143839
2212	145-148	0.12529268075201827
2213	1	-9.487256969435975E-4
2213	2	-0.03562617398223722
2213	3	-0.018232617678414442
2213	4	-0.04890250689339126
2213	5	-0.0908316245367331
2213	6	-0.05545716448985161
2213	7	-0.07165394526033708
2213	8	-0.045001477580278504
2213	9	-0.06285156616650767
2213	10-14	-0.08079443803111275
2213	15-19	-0.20271083930094846
2213	20-24	-0.09592696562842917
2213	25-29	-0.07834704702205642
2213	30-34	-0.07088875762867985
2213	35-39	-0.03883699384138595
2213	40-44	-0.039443294798964246
2213	45-49	-0.014249683926095713
2213	50-54	0.011205653565198759
2213	55-59	0.006766464721145837
2213	60-64	0.0129633782784353
2213	65-69	0.0301864262302729
2213	70-74	0.013582680074605946
2213	75-79	0.01661678279259604
2213	80-84	0.0021990380679142163
2213	85-89	0.003569482407769442
2213	90-94	0.010490357559035601
2213	95-99	0.007174859864413463
2213	100-104	0.01881658780527573
2213	105-109	-0.014868768396212317
2213	110-114	-0.02331791051816623
2213	115-119	0.011685698051110194
2213	120-124	0.004298317358980341
2213	125-129	0.013644470768937822
2213	130-134	0.0216613209678016
2213	135-139	0.03032513283062599
2213	140-144	0.021147857309209428
2213	145-148	0.0840189088103358
2214	1	-7.175572243269812E-4
2214	2	-0.060591520861997594
2214	3	-0.06381540104856498
2214	4	-0.07324557221289751
2214	5	-0.10315985123478555
2214	6	-0.07675981061320414
2214	7	-0.1116450935570441
2214	8	-0.1045940159432277
2214	9	-0.11111803592248037
2214	10-14	-0.11529231816449936
2214	15-19	-0.22141395018748256
2214	20-24	-0.16099251247885604
2214	25-29	-0.27077494304108995
2214	30-34	-0.1278522724920066
2214	35-39	-0.12775872572396452
2214	40-44	-0.12780914167783664
2214	45-49	-0.08155692388380942
2214	50-54	-0.0670507381871488
2214	55-59	-0.054769349077673724
2214	60-64	-0.06581179172947316
2214	65-69	-0.0703531989126418
2214	70-74	-0.07135210535629
2214	75-79	-0.08490186427704316
2214	80-84	-0.114325712258875
2214	85-89	-0.11969794493104757
2214	90-94	-0.11885331673227739
